time,open,high,low,close,VWAP,Upper Band #1,Lower Band #1,VWAP,Upper Band #1,Lower Band #1,RTH VWAP,VWAP +1 SD,VWAP -1 SD,POC,VAH,VAL,RTH Open,VWAP,Upper Band #1,Lower Band #1,Upper Band #2,Lower Band #2,Upper Band #3,Lower Band #3,VWAP,Upper Band #1,Lower Band #1,Upper Band #2,Lower Band #2,Upper Band #3,Lower Band #3
1778784300,30260.25,30276.75,30243,30272,30249.93813774597,30316.256923231453,30183.619352260484,30249.93813774597,30269.833773391612,30230.042502100325,30250.671638746415,30315.85589763339,30185.487379859438,30064,30153,29824,0,,,,,,,,,,,,,,
1778784600,30272.5,30289.5,30271.5,30285.5,30250.161463285338,30316.281367158197,30184.04155941248,30250.161463285338,30269.997434447196,30230.32549212348,30250.90757315527,30315.903979522158,30185.91116678838,30064,30153,29824,0,,,,,,,,,,,,,,
1778784900,30285.25,30305.25,30282.5,30296.25,30250.551811111847,30316.488573215098,30184.615049008597,30250.551811111847,30270.332839742823,30230.77078248087,30251.3128127027,30316.14320244128,30186.482422964124,30064,30153,29824,0,,,,,,,,,,,,,,
1778785200,30296.5,30319.5,30296.5,30308.5,30251.065952496356,30316.9040007834,30185.22790420931,30251.065952496356,30270.81736698247,30231.314538010243,30251.847216488022,30316.60499913222,30187.089433843823,30064,30153,29824,0,,,,,,,,,,,,,,
1778785500,30308.75,30317,30291.5,30309,30251.424224963917,30317.199749827338,30185.648700100497,30251.424224963917,30271.156882422943,30231.69156750489,30252.195737975682,30316.888794620354,30187.50268133101,30064,30153,29824,0,,,,,,,,,,,,,,
1778785800,30308.75,30315.25,30280.25,30293.5,30251.798122285214,30317.45282858654,30186.143415983886,30251.798122285214,30271.494534175614,30232.101710394814,30252.539453930494,30317.096812780524,30187.982095080464,30064,30153,29824,0,,,,,,,,,,,,,,
1778786100,30294,30305,30288.75,30298,30252.036772524672,30317.596606034334,30186.47693901501,30252.036772524672,30271.70472257757,30232.368822471773,30252.778484648934,30317.245542986017,30188.31142631185,30064,30153,29824,0,,,,,,,,,,,,,,
1778786400,30298.25,30321.25,30296.25,30305.25,30252.441121825606,30317.914668074547,30186.967575576666,30252.441121825606,30272.08318570029,30232.799057950924,30253.194928140612,30317.59268632196,30188.797169959264,30064,30153,29824,0,,,,,,,,,,,,,,
1778786700,30305.25,30307.25,30282.5,30286.75,30252.741015897984,30318.083880225455,30187.398151570513,30252.741015897984,30272.343875196224,30233.138156599744,30253.466750881747,30317.721443319602,30189.212058443893,30064,30153,29824,0,,,,,,,,,,,,,,
1778787000,30286.75,30311.25,30283.75,30297.25,30253.023671961128,30318.23682746398,30187.810516458274,30253.023671961128,30272.587618611982,30233.459725310273,30253.762466439668,30317.90134027457,30189.623592604767,30064,30153,29824,0,,,,,,,,,,,,,,
1778787300,30297.5,30309,30288.25,30305.5,30253.28742441135,30318.412281197132,30188.162567625564,30253.28742441135,30272.824881447083,30233.749967375614,30254.02686579583,30318.082515184135,30189.971216407524,30064,30153,29824,0,,,,,,,,,,,,,,
1778787600,30305.25,30322.5,30303,30315.25,30253.71382761102,30318.789324776506,30188.638330445534,30253.71382761102,30273.236476760667,30234.191178461373,30254.46311291361,30318.485469327192,30190.44075650003,30064,30153,29824,0,,,,,,,,,,,,,,
1778787900,30315,30319,30300.25,30305.25,30254.05898489316,30319.08251240217,30189.03545738415,30254.05898489316,30273.566043145864,30234.551926640455,30254.793166077856,30318.756337389597,30190.829994766114,30064,30153,29824,0,,,,,,,,,,,,,,
1778788200,30304.5,30306.5,30275,30296.75,30254.559680085884,30319.350094614012,30189.769265557756,30254.559680085884,30273.996804444323,30235.122555727445,30255.24969939948,30318.961540172226,30191.537858626732,30064,30153,29824,0,,,,,,,,,,,,,,
1778788500,30297,30300,30266,30274,30254.908554470258,30319.396602305373,30190.420506635142,30254.908554470258,30274.25496882079,30235.562140119724,30255.54052637305,30318.93307128854,30192.14798145756,30064,30153,29824,0,,,,,,,,,,,,,,
1778788800,30274.25,30326.5,30272.75,30319.5,30255.33057042219,30319.644858306834,30191.016282537545,30255.33057042219,30274.62485678758,30236.036284056798,,,,30294,30347,30211,0,,,,,,,,,,,,,,
1778789100,30319.5,30319.5,30289.5,30293.75,30255.529049553523,30319.793460694815,30191.26463841223,30255.529049553523,30274.80837289591,30236.249726211136,,,,30294,30347,30211,0,,,,,,,,,,,,,,
1778789400,30294.5,30308.5,30294,30296,30255.63593035201,30319.855372870832,30191.41648783319,30255.63593035201,30274.901763107657,30236.370097596366,,,,30294,30347,30211,0,,,,,,,,,,,,,,
1778851800,29865.5,29879.25,29776.25,29840.75,29840.4375,29840.4375,29840.4375,29840.4375,29840.4375,29840.4375,29832.083333333332,29832.083333333332,29832.083333333332,30294,30347,30211,1,,,,,,,,,,,,,,
1778852100,29841.25,29843.75,29737.75,29754.25,29820.17913541828,29843.098164160165,29797.260106676393,29820.17913541828,29827.054844040846,29813.303426795712,29808.617622802947,29835.165239321243,29782.07000628465,30294,30347,30211,0,,,,,,,,,,,,,,
1778852400,29754.5,29832,29748.5,29755,29806.98725517762,29835.881864371728,29778.092645983514,29806.98725517762,29815.65563793585,29798.31887241939,29800.28466815383,29826.57742256582,29773.991913741836,30294,30347,30211,0,,,,,,,,,,,,,,
1778852700,29755,29811.25,29677,29806.5,29793.566987914273,29825.20806606127,29761.925909767277,29793.566987914273,29803.05931135837,29784.074664470176,29789.63033277902,29816.950017649935,29762.310647908103,30294,30347,30211,0,,,,,,,,,,,,,,
1778853000,29807.25,29861.25,29750.5,29849,29797.716444258447,29827.78123589014,29767.651652626755,29797.716444258447,29806.735881747954,29788.69700676894,29795.052383172788,29822.453542638978,29767.651223706598,30294,30347,30211,0,,,,,,,,,,,,,,
1778853300,29849.25,29875.5,29727.25,29730.5,29797.401433720992,29825.119809080352,29769.683058361632,29797.401433720992,29805.7169463288,29789.085921113183,29792.446321356638,29818.44699489874,29766.445647814537,30294,30347,30211,0,,,,,,,,,,,,,,
1778853600,29730.5,29800.75,29718.75,29752,29791.291407058354,29821.58091833345,29761.001895783258,29791.291407058354,29800.378260440884,29782.204553675823,29787.85030768067,29814.850082235094,29760.850533126246,30294,30347,30211,0,,,,,,,,,,,,,,
1778853900,29751.75,29823,29733.5,29799.75,29790.137980992047,29819.439219444772,29760.836742539323,29790.137980992047,29798.928352527866,29781.34760945623,29787.65389420157,29813.549692003668,29761.75809639947,30294,30347,30211,0,,,,,,,,,,,,,,
1778854200,29800.25,29892,29781.75,29889,29794.793036441773,29826.313319453788,29763.27275342976,29794.793036441773,29804.249121345376,29785.33695153817,29793.779090771553,29825.07302979864,29762.485151744466,30294,30347,30211,0,,,,,,,,,,,,,,
1778854500,29888.75,29950.5,29862.5,29936.25,29804.73744737827,29848.88716007042,29760.58773468612,29804.73744737827,29817.982361185914,29791.492533570625,29804.411038589944,29850.07555667021,29758.746520509678,30294,30347,30211,0,,,,,,,,,,,,,,
1778854800,29936.5,29970,29920.25,29927.75,29814.33071520443,29869.120515793606,29759.540914615252,29814.33071520443,29830.767655381183,29797.893775027675,29814.07844742555,29870.17414127765,29757.982753573448,30294,30347,30211,0,,,,,,,,,,,,,,
1778855100,29928.25,29932.25,29854.5,29879.75,29820.825852505895,29878.06664436364,29763.58506064815,29820.825852505895,29837.998090063218,29803.653614948573,29819.83427665853,29877.293724867934,29762.374828449127,30294,30347,30211,0,,,,,,,,,,,,,,
1778855400,29879.75,29932,29869.5,29929.5,29825.725050557656,29884.525325924875,29766.924775190437,29825.725050557656,29843.365133167823,29808.08496794749,29825.250400273424,29884.95648667895,29765.544313867897,30294,30347,30211,0,,,,,,,,,,,,,,
1778855700,29929.25,29945,29883.5,29910.5,29829.99709441804,29890.55868610681,29769.435502729266,29829.99709441804,29848.16557192467,29811.828616911407,29829.354632886134,29890.52147725115,29768.187788521118,30294,30347,30211,0,,,,,,,,,,,,,,
1778856000,29910,29948.5,29908.75,29934.25,29833.253403758583,29895.24100870371,29771.265798813456,29833.253403758583,29851.84968524212,29814.657122275046,29832.807849872566,29895.66483046106,29769.95086928407,30294,30347,30211,0,,,,,,,,,,,,,,
1778856300,29934.25,29940.75,29867.75,29878,29836.26485350099,29898.62797830639,29773.90172869559,29836.26485350099,29854.97379094261,29817.55591605937,29835.432394688123,29898.227660639783,29772.637128736464,30294,30347,30211,0,,,,,,,,,,,,,,
1778856600,29877.75,29897.25,29834,29895,29838.29486221346,29899.670833148208,29776.918891278714,29838.29486221346,29856.707653493886,29819.882070933036,29837.47513084565,29899.275579961235,29775.674681730066,30294,30347,30211,0,,,,,,,,,,,,,,
1778856900,29894.25,29916,29862.5,29868.75,29839.96756377571,29900.870154021548,29779.064973529872,29839.96756377571,29858.23834084946,29821.69678670196,29839.071850411736,29900.33203306607,29777.8116677574,30294,30347,30211,0,,,,,,,,,,,,,,
1778857200,29868.5,29900,29839.25,29868,29840.908167320904,29901.0335456667,29780.782788975106,29840.908167320904,29858.945780824644,29822.870553817163,29840.046271170344,29900.53806457137,29779.554477769318,30294,30347,30211,0,,,,,,,,,,,,,,
1778857500,29867.75,29907.5,29827.5,29906,29842.118598933514,29901.590406840907,29782.64679102612,29842.118598933514,29859.96014130573,29824.277056561295,29841.390417548468,29901.302968758668,29781.477866338268,30294,30347,30211,0,,,,,,,,,,,,,,
1778857800,29906,29913.5,29852,29872.75,29843.427626379493,29902.481389720342,29784.373863038643,29843.427626379493,29861.14375538175,29825.711497377237,29842.52316640679,29901.88964061285,29783.15669220073,30294,30347,30211,0,,,,,,,,,,,,,,
1778858100,29873,29909.5,29861.75,29900.75,29844.27723313433,29903.046421171628,29785.50804509703,29844.27723313433,29861.907989545518,29826.64647672314,29843.478345663894,29902.635145834185,29784.321545493603,30294,30347,30211,0,,,,,,,,,,,,,,
1778858400,29901,29951,29899,29910.5,29846.292975200184,29905.41274713411,29787.17320326626,29846.292975200184,29864.02890678036,29828.557043620007,29845.652589404872,29905.337773972537,29785.967404837207,30294,30347,30211,0,,,,,,,,,,,,,,
1778858700,29911,29932.25,29882,29921.5,29847.931263438637,29907.193703292032,29788.66882358524,29847.931263438637,29865.709995394656,29830.152531482618,29847.312661998752,29907.148470525088,29787.476853472417,30294,30347,30211,0,,,,,,,,,,,,,,
1778859000,29921.5,29959.25,29919,29930.5,29850.092010275494,29910.0967409782,29790.08727957279,29850.092010275494,29868.093429486304,29832.090591064683,29849.583349271827,29910.293368710445,29788.873329833208,30294,30347,30211,0,,,,,,,,,,,,,,
1778859300,29930.25,29967.75,29914,29920,29852.09324750624,29912.719732045345,29791.466762967135,29852.09324750624,29870.281192867973,29833.905302144507,29851.618991133655,29912.972632308734,29790.265349958576,30294,30347,30211,0,,,,,,,,,,,,,,
1778859600,29920,29932,29856.75,29872.25,29853.26242467383,29913.471104780077,29793.053744567584,29853.26242467383,29871.325028705705,29835.199820641956,29852.577512462125,29913.366365229405,29791.788659694845,30294,30347,30211,0,,,,,,,,,,,,,,
1778859900,29872.75,29889.75,29847.5,29857,29853.554947488345,29913.139534559206,29793.970360417483,29853.554947488345,29871.430323609602,29835.679571367087,29852.84151323529,29912.993686635367,29792.68933983521,30294,30347,30211,0,,,,,,,,,,,,,,
1778860200,29857,29857.25,29815.25,29831.5,29853.234813659878,29912.13349481728,29794.336132502474,29853.234813659878,29870.9044180071,29835.565209312655,29852.404203488753,29911.89353264833,29792.914874329177,30294,30347,30211,0,,,,,,,,,,,,,,
1778860500,29831,29873.5,29799,29869.25,29852.976806143415,29911.136049797118,29794.817562489712,29852.976806143415,29870.424579239527,29835.529033047304,29852.27184738975,29910.9980475335,29793.545647246003,30294,30347,30211,0,,,,,,,,,,,,,,
1778860800,29869.5,29899.75,29851.5,29867.5,29853.349301319897,29910.998690279946,29795.699912359847,29853.349301319897,29870.644118007913,29836.05448463188,29852.674771991697,29910.895155186477,29794.454388796916,30294,30347,30211,0,,,,,,,,,,,,,,
1778861100,29867,29889,29848,29884.5,29853.61329047064,29910.898635033453,29796.327945907826,29853.61329047064,29870.798893839485,29836.427687101794,29852.972264550277,29910.835556563732,29795.108972536822,30294,30347,30211,0,,,,,,,,,,,,,,
1778861400,29885,29885.75,29838.5,29874.25,29853.844446320054,29910.779519412157,29796.90937322795,29853.844446320054,29870.924968247684,29836.763924392424,29853.148954073615,29910.643515595402,29795.654392551827,30294,30347,30211,0,,,,,,,,,,,,,,
1778861700,29874.75,29876,29840,29859.75,29853.93754645525,29910.577114490115,29797.297978420385,29853.93754645525,29870.92941686571,29836.94567604479,29853.2065747502,29910.398225431072,29796.014924069324,30294,30347,30211,0,,,,,,,,,,,,,,
1778862000,29860.25,29911.5,29855,29908.25,29854.347046461018,29910.703199142663,29797.990893779373,29854.347046461018,29871.25389226551,29837.440200656525,29853.733712942212,29910.706587504945,29796.76083837948,30294,30347,30211,0,,,,,,,,,,,,,,
1778862300,29908.25,29924,29899,29920.5,29855.05222130285,29911.43138177768,29798.67306082802,29855.05222130285,29871.965969445297,29838.1384731604,29854.46507537886,29911.480416043643,29797.449734714075,30294,30347,30211,0,,,,,,,,,,,,,,
1778862600,29920.25,29935,29908.5,29929.5,29855.742595143904,29912.250207606372,29799.234982681435,29855.742595143904,29872.694878882645,29838.790311405162,29855.171712072002,29912.327146110983,29798.01627803302,30294,30347,30211,0,,,,,,,,,,,,,,
1778862900,29930,29932.5,29903.75,29921,29856.380961268675,29912.985093408366,29799.776829128983,29856.380961268675,29873.362200910582,29839.399721626767,29855.789224903016,29913.01042159774,29798.56802820829,30294,30347,30211,0,,,,,,,,,,,,,,
1778863200,29921,29934.25,29904,29933.25,29856.887622542672,29913.57329591149,29800.201949173854,29856.887622542672,29873.89332455332,29839.881920532025,29856.305755147823,29913.61448120638,29798.997029089267,30294,30347,30211,0,,,,,,,,,,,,,,
1778863500,29933,29939.75,29917.25,29920.75,29857.540761349537,29914.368908395485,29800.71261430359,29857.540761349537,29874.589205463322,29840.492317235752,29856.947925577024,29914.378594487338,29799.51725666671,30294,30347,30211,0,,,,,,,,,,,,,,
1778863800,29920.75,29937.5,29866.25,29874.5,29858.105156383037,29914.759904189836,29801.45040857624,29858.105156383037,29875.101580725077,29841.108732040997,29857.426648094635,29914.620085608673,29800.233210580598,30294,30347,30211,0,,,,,,,,,,,,,,
1778864100,29874,29917.25,29872.25,29910.25,29858.54470487036,29914.981987055162,29802.10742268556,29858.54470487036,29875.475889525802,29841.61352021492,29857.95524092143,29914.986601978133,29800.923879864727,30294,30347,30211,0,,,,,,,,,,,,,,
1778864400,29910.5,29926.75,29899,29913.25,29859.05396091274,29915.464845806684,29802.643076018798,29859.05396091274,29875.977226380925,29842.130695444557,29858.47598627671,29915.486499382485,29801.465473170934,30294,30347,30211,0,,,,,,,,,,,,,,
1778864700,29913.25,29943,29907,29938,29859.642599216437,29916.14546037371,29803.139738059162,29859.642599216437,29876.59345756362,29842.691740869253,29859.105480212893,29916.250313517066,29801.96064690872,30294,30347,30211,0,,,,,,,,,,,,,,
1778865000,29938,29950.75,29928,29949.75,29860.3295702368,29917.089316313788,29803.569824159815,29860.3295702368,29877.3574940599,29843.301646413704,29859.80707724032,29917.22153049812,29802.39262398252,30294,30347,30211,0,,,,,,,,,,,,,,
1778865300,29949.75,29956,29928,29953.75,29861.017910899463,29918.071781045488,29803.96404075344,29861.017910899463,29878.13407194327,29843.901749855657,29860.49195143887,29918.18689483616,29802.797008041583,30294,30347,30211,0,,,,,,,,,,,,,,
1778865600,29953.75,29993.5,29946.25,29989.75,29862.418618870397,29920.43107156135,29804.406166179444,29862.418618870397,29879.822354677683,29845.01488306311,29861.971927816972,29920.757463928378,29803.186391705567,30294,30347,30211,0,,,,,,,,,,,,,,
1778865900,29989.5,30017.25,29989,30005.75,29864.180704724262,29923.86692289832,29804.494486550204,29864.180704724262,29882.086570176478,29846.274839272046,29863.78602046565,29924.333200619003,29803.238840312297,30294,30347,30211,0,,,,,,,,,,,,,,
1778866200,30005.25,30031.5,30000.5,30029.5,29865.73534709613,29927.060757575233,29804.40993661703,29865.73534709613,29884.13297023986,29847.3377239524,29865.383550545594,29927.64424197878,29803.122859112405,30294,30347,30211,0,,,,,,,,,,,,,,
1778866500,30029.75,30034,30010.75,30027,29867.14296610179,29929.994979336647,29804.290952866933,29867.14296610179,29885.998570072246,29848.287362131334,29866.781412688357,29930.514191597726,29803.048633778988,30294,30347,30211,0,,,,,,,,,,,,,,
1778866800,30027,30031,29992.25,30011.75,29868.63952028479,29932.90701401131,29804.372026558267,29868.63952028479,29887.919768402746,29849.359272166832,29868.242945230482,29933.285326705518,29803.200563755447,30294,30347,30211,0,,,,,,,,,,,,,,
1778867100,30012.25,30022,29999.25,30004.5,29869.514262040087,29934.530513421178,29804.498010658997,29869.514262040087,29889.019137454416,29850.00938662576,29869.114457223604,29934.885186008934,29803.343728438274,30294,30347,30211,0,,,,,,,,,,,,,,
1778867400,30004,30030,30004,30025.5,29870.433155109145,29936.267944288793,29804.598365929498,29870.433155109145,29890.18359186304,29850.682718355252,29870.06071188564,29936.696687993866,29803.42473577741,30294,30347,30211,0,,,,,,,,,,,,,,
1778867700,30026,30038.5,30012.75,30036,29871.6575174496,29938.682959151527,29804.63207574767,29871.6575174496,29891.765149960178,29851.54988493902,29871.293940393876,29939.12098900888,29803.466891778873,30294,30347,30211,0,,,,,,,,,,,,,,
1778868000,30036,30052.5,30034.75,30049.5,29873.193592317453,29941.847092221593,29804.540092413314,29873.193592317453,29893.789642288695,29852.59754234621,29872.854726165828,29942.34503255675,29803.364419774905,30294,30347,30211,0,,,,,,,,,,,,,,
1778868300,30049.5,30074.5,30048,30057.25,29875.260049312288,29946.229105194583,29804.290993429993,29875.260049312288,29896.550766076976,29853.9693325476,29874.95421426448,29946.808455624167,29803.09997290479,30294,30347,30211,0,,,,,,,,,,,,,,
1778868600,30056.5,30073.5,30051.75,30056.5,29876.498063846488,29948.81272995708,29804.183397735895,29876.498063846488,29898.192463679665,29854.80366401331,29876.201140425903,29949.401286297605,29803.0009945542,30294,30347,30211,0,,,,,,,,,,,,,,
1778868900,30056.5,30059.5,29975.25,29983.75,29878.817636683605,29952.76845141753,29804.86682194968,29878.817636683605,29901.002881103785,29856.632392263426,29878.32036996036,29952.76380293461,29803.876936986107,30294,30347,30211,0,,,,,,,,,,,,,,
1778869200,29983.75,30029.25,29976.75,30009.25,29880.332182829734,29955.03892278589,29805.625442873577,29880.332182829734,29902.74420481658,29857.92016084289,29879.907938022232,29955.214935398988,29804.600940645476,30294,30347,30211,0,,,,,,,,,,,,,,
1778869500,30009.5,30017.75,29963,29972.25,29881.58943786508,29956.786260954173,29806.39261477599,29881.58943786508,29904.148484791807,29859.030390938355,29881.098308868142,29956.791010295314,29805.40560744097,30294,30347,30211,0,,,,,,,,,,,,,,
1778869800,29972.5,29978.25,29903.75,29928.75,29882.776177857966,29957.7753952902,29807.776960425734,29882.776177857966,29905.275943087636,29860.276412628296,29882.129743298934,29957.495678902724,29806.763807695144,30294,30347,30211,0,,,,,,,,,,,,,,
1778870100,29928.25,29971.75,29925.5,29970.5,29883.516869404753,29958.419959895877,29808.61377891363,29883.516869404753,29905.98779655209,29861.045942257417,29882.955025631392,29958.298963743517,29807.611087519268,30294,30347,30211,0,,,,,,,,,,,,,,
1778870400,29970.25,29970.5,29935,29963.75,29884.16335904376,29959.076097800684,29809.250620286835,29884.16335904376,29906.637180670838,29861.68953741668,29883.576992007776,29958.902623234564,29808.25136078099,30294,30347,30211,0,,,,,,,,,,,,,,
1778870700,29963.75,29967,29940,29960,29884.62126805867,29959.524038604734,29809.718497512604,29884.62126805867,29907.09209922249,29862.150436894848,29884.02596715361,29959.330536714904,29808.72139759232,30294,30347,30211,0,,,,,,,,,,,,,,
1778871000,29959.5,29991,29950.25,29987.5,29885.266292573768,29960.266455916542,29810.266129230993,29885.266292573768,29907.7663415766,29862.766243570935,29884.706272779993,29960.14647750357,29809.266068056415,30294,30347,30211,0,,,,,,,,,,,,,,
1778871300,29987.25,29994.5,29957,29977.5,29886.012512204703,29961.17705779029,29810.847966619116,29886.012512204703,29908.56187588038,29863.463148529027,29885.435235210203,29961.014384453818,29809.85608596659,30294,30347,30211,0,,,,,,,,,,,,,,
1778871600,29977.25,29986.25,29937.75,29942,29886.64740827982,29961.80618540686,29811.48863115278,29886.64740827982,29909.19504141793,29864.09977514171,29886.028524453483,29961.55892133668,29810.498127570285,30294,30347,30211,0,,,,,,,,,,,,,,
1778871900,29942.25,29951.5,29911.25,29919.5,29887.048047008433,29961.985473606495,29812.11062041037,29887.048047008433,29909.52927498785,29864.566819029016,29886.401334491853,29961.69240004505,29811.110268938657,30294,30347,30211,0,,,,,,,,,,,,,,
1778872200,29918.75,29920.5,29887.75,29909.5,29887.290830040307,29961.85062627104,29812.731033809574,29887.290830040307,29909.658768909525,29864.92289117109,29886.61594705706,29961.51953062613,29811.71236348799,30294,30347,30211,0,,,,,,,,,,,,,,
1778872500,29908.5,29910.75,29872.5,29889.5,29887.3682024195,29961.571688974647,29813.164715864354,29887.3682024195,29909.629248386045,29865.107156452956,29886.657429305786,29961.200084417964,29812.114774193607,30294,30347,30211,0,,,,,,,,,,,,,,
1778872800,29889.5,29909.25,29875.25,29876.5,29887.370505977546,29961.240432032442,29813.50057992265,29887.370505977546,29909.531483794013,29865.20952816108,29886.66050227663,29960.86807529801,29812.45292925525,30294,30347,30211,0,,,,,,,,,,,,,,
1778873100,29876.25,29890.25,29869.75,29878.25,29887.318071269863,29960.969310993893,29813.666831545834,29887.318071269863,29909.413443187073,29865.222699352653,29886.61707100991,29960.603962868907,29812.630179150914,30294,30347,30211,0,,,,,,,,,,,,,,
1778873400,29877.25,29911.5,29874.75,29900.75,29887.348400958504,29960.701516337107,29813.995285579902,29887.348400958504,29909.354335572087,29865.342466344922,29886.69037228986,29960.381474350237,29812.999270229484,30294,30347,30211,0,,,,,,,,,,,,,,
1778873700,29900.75,29920.5,29883.5,29916.75,29887.468028207568,29960.591996173065,29814.34406024207,29887.468028207568,29909.405218597218,29865.530837817918,29886.824597051254,29960.289136519747,29813.360057582762,30294,30347,30211,0,,,,,,,,,,,,,,
1778874000,29917.75,29927.75,29879.5,29882.5,29887.58779804929,29960.418928503856,29814.756667594727,29887.58779804929,29909.43713718566,29865.73845891292,29886.905724599554,29960.069625146025,29813.741824053082,30294,30347,30211,0,,,,,,,,,,,,,,
1778874300,29882.75,29894.5,29857.5,29888,29887.52057052816,29959.999215820473,29815.041925235844,29887.52057052816,29909.26416411585,29865.776976940466,29886.83844420918,29959.648225135523,29814.02866328284,30294,30347,30211,0,,,,,,,,,,,,,,
1778874600,29887.5,29887.75,29817.5,29822.25,29887.060738132895,29959.15056071654,29814.97091554925,29887.060738132895,29908.68768490799,29865.433791357802,29886.234715794642,29958.72943383653,29813.739997752757,30294,30347,30211,0,,,,,,,,,,,,,,
1778874900,29822.5,29836.75,29795.5,29818.5,29885.836048546644,29957.85728800018,29813.814809093106,29885.836048546644,29907.442420382704,29864.229676710584,29884.999875525107,29957.42869706431,29812.571053985903,30294,30347,30211,0,,,,,,,,,,,,,,
1778875200,29818.25,29821.75,29725.75,29760.5,29884.525211420972,29957.029135765966,29812.02128707598,29884.525211420972,29906.27638872447,29862.774034117476,,,,29887,29960,29802,0,,,,,,,,,,,,,,
1778875500,29760.25,29763.5,29707.5,29715.5,29883.539747702947,29956.796115689736,29810.28337971616,29883.539747702947,29905.516658098983,29861.562837306912,,,,29887,29960,29802,0,,,,,,,,,,,,,,
1778875800,29715.25,29744.5,29698.25,29742.75,29882.326497882925,29956.596463225866,29808.056532539984,29882.326497882925,29904.607487485806,29860.045508280044,,,,29887,29960,29802,0,,,,,,,,,,,,,,
1779111000,29926,29944.5,29864,29875.5,29902.5,29902.5,29902.5,29902.5,29902.5,29902.5,29894.666666666668,29894.666666666668,29894.666666666668,29887,29960,29802,1,,,,,,,,,,,,,,
1779111300,29874.5,29889.5,29827.5,29850.75,29881.8281316367,29902.794779860575,29860.861483412824,29881.8281316367,29888.118126103862,29875.538137169537,29875.565983529188,29894.939041507918,29856.19292555046,29887,29960,29802,0,,,,,,,,,,,,,,
1779111600,29851,29871,29747.75,29755,29852.58147171204,29892.911316265825,29812.251627158257,29852.58147171204,29864.680425078175,29840.482518345907,29842.964974744184,29886.738928083803,29799.191021404564,29887,29960,29802,0,,,,,,,,,,,,,,
1779111900,29754.75,29794.5,29722,29746.75,29825.969554155243,29881.531499274934,29770.407609035552,29825.969554155243,29842.63813769115,29809.300970619337,29818.93963914083,29873.22079570702,29764.65848257464,29887,29960,29802,0,,,,,,,,,,,,,,
1779112200,29745.5,29865.5,29743.75,29859.75,29821.50735722334,29872.009099669565,29771.005614777117,29821.50735722334,29836.65787995721,29806.356834489474,29819.75049129041,29868.337273027904,29771.16370955292,29887,29960,29802,0,,,,,,,,,,,,,,
1779112500,29860,29896.25,29815,29831.5,29825.650998989786,29873.525861039227,29777.776136940345,29825.650998989786,29840.01345760462,29811.288540374953,29823.70281351346,29869.744511929417,29777.661115097504,29887,29960,29802,0,,,,,,,,,,,,,,
1779112800,29829.5,29830,29727.5,29748.75,29820.481751098352,29867.35261267994,29773.610889516764,29820.481751098352,29834.54300957283,29806.420492623874,29816.89291450565,29863.636795483777,29770.149033527523,29887,29960,29802,0,,,,,,,,,,,,,,
1779113100,29749,29845,29705.75,29838.5,29815.97597579634,29861.394468205748,29770.557483386932,29815.97597579634,29829.601523519163,29802.350428073518,29814.32433723943,29858.561183049962,29770.0874914289,29887,29960,29802,0,,,,,,,,,,,,,,
1779113400,29838,29860,29804.5,29847.25,29817.690553049062,29861.643884309382,29773.737221788742,29817.690553049062,29830.87655242716,29804.504553670966,29816.155885618748,29859.041726269887,29773.27004496761,29887,29960,29802,0,,,,,,,,,,,,,,
1779113700,29847,29886.25,29792,29839.5,29819.460758911817,29862.17857239756,29776.742945426075,29819.460758911817,29832.27610295754,29806.645414866092,29817.895743003548,29859.582526883783,29776.208959123313,29887,29960,29802,0,,,,,,,,,,,,,,
1779114000,29839.25,29853.5,29785.25,29792.75,29819.364125565167,29860.90363577778,29777.824615352554,29819.364125565167,29831.825978628953,29806.902272501382,29817.49271364746,29858.06247892387,29776.922948371055,29887,29960,29802,0,,,,,,,,,,,,,,
1779114300,29792.5,29819,29725.5,29741,29815.748165489626,29857.79139769853,29773.704933280722,29815.748165489626,29828.361135152296,29803.135195826955,29813.4565033507,29855.10878878727,29771.804217914127,29887,29960,29802,0,,,,,,,,,,,,,,
1779114600,29741.25,29763.5,29600,29612.25,29803.063469364286,29859.40088548629,29746.72605324228,29803.063469364286,29819.964694200888,29786.162244527684,29799.064228607727,29859.026950904205,29739.10150631125,29887,29960,29802,0,,,,,,,,,,,,,,
1779114900,29611.25,29665,29558.5,29647,29788.60346343285,29861.776416505763,29715.430510359936,29788.60346343285,29810.555349354723,29766.651577510976,29785.163359000562,29859.716036307484,29710.61068169364,29887,29960,29802,0,,,,,,,,,,,,,,
1779115200,29647.5,29709.25,29600.25,29675.75,29781.01783865043,29858.31334288191,29703.72233441895,29781.01783865043,29804.206489919874,29757.829187380987,29777.98503964552,29855.89003168347,29700.080047607567,29887,29960,29802,0,,,,,,,,,,,,,,
1779115500,29674.5,29684.25,29590,29605.25,29773.788511698396,29855.333431431736,29692.243591965056,29773.788511698396,29798.251987618398,29749.325035778395,29770.300844527846,29853.164089181344,29687.43759987435,29887,29960,29802,0,,,,,,,,,,,,,,
1779115800,29605,29696.5,29591,29646,29767.55704901247,29852.2929945474,29682.82110347754,29767.55704901247,29792.97783267295,29742.13626535199,29764.667735252533,29849.731096303967,29679.6043742011,29887,29960,29802,0,,,,,,,,,,,,,,
